	DEMAND	latitude	longitude	NODE_TYPE
491	105.87632051591268	4.765858349	-74.05557978	delivery_point
492	45.02081413159263	4.742926548	-74.12628995	delivery_point
493	337.4557893268896	4.708633	-74.05557041	delivery_point
494	128.2145900315816	4.7830065	-74.0964598	delivery_point
497	283.136963884905	4.726497	-74.0850529	delivery_point
499	291.96515205134557	4.5128126	-74.1109085	delivery_point
501	286.2373966616007	4.6370281	-74.0738664	delivery_point
502	294.39986750718475	4.6276207	-74.0780884	delivery_point
503	307.6256804000707	4.6240317	-74.0731048	delivery_point
504	181.5626125278628	4.6613693	-74.0979009	delivery_point
505	217.39061865342316	4.627767	-74.0717325	delivery_point
506	303.6135966920383	4.627767	-74.0717325	delivery_point
507	274.67647542623456	4.644105	-74.0697368	delivery_point
508	118.96698119524356	4.6271	-74.0869659	delivery_point
509	136.11406141618994	4.648423	-74.0822873	delivery_point
510	364.57636711239127	4.6251085	-74.0761298	delivery_point
511	84.50931065074838	4.6321347	-74.0711252	delivery_point
512	353.5696979237266	4.6501018	-74.0702018	delivery_point
513	0.0	4.6470895	-74.1036516	warehouse
514	238.85234134916382	4.6284133	-74.0701951	delivery_point
515	186.4466372120712	4.622102	-74.0701033	delivery_point
516	217.23135902670896	4.6258211	-74.0782507	delivery_point
519	37.86930958103949	4.7514226	-74.0766494	delivery_point
521	151.5860386219511	4.5665635	-74.1302175	delivery_point
522	287.9955878552985	4.5858399	-74.1297422	delivery_point
523	198.96391663768816	4.571282	-74.1442481	delivery_point
524	366.8794248863768	4.5643573	-74.1352939	delivery_point
525	198.6799575227846	4.5641902	-74.1341747	delivery_point
526	310.67428369642454	4.5786351	-74.1412944	delivery_point
529	325.3423437568326	4.7408605	-74.0279843	delivery_point
530	301.06250252649	4.7336449	-74.0197372	delivery_point
531	265.39136769510014	4.7350062	-74.0221222	delivery_point
532	100.71876906032387	4.7435485	-74.0179549	delivery_point
533	68.12245132915365	4.7234392	-74.0449642	delivery_point
534	495.0902300278377	4.6991692	-74.0308155	delivery_point
536	256.3131307123129	4.664508	-74.0494885	delivery_point
537	278.14895509702757	4.6929071	-74.027304	delivery_point
538	141.78683368490152	4.774166	-74.0409603	delivery_point
539	263.38857096891604	4.7363964	-74.1100261	delivery_point
540	293.59752665917364	4.7329464	-74.0268909	delivery_point
541	115.81131390676471	4.69336	-74.0266614	delivery_point
542	159.71023849412182	4.7474938	-74.0267238	delivery_point
544	153.9719538242715	4.7149715	-74.0665352	delivery_point
545	359.25113446716375	4.7633322	-74.0288553	delivery_point
546	363.63713726601213	4.7363592	-74.0213544	delivery_point
547	256.5377188816853	4.7414531	-74.0299276	delivery_point
549	239.0584617092235	4.7586286	-74.022896	delivery_point
551	466.94374158127584	4.7646089	-74.0294385	delivery_point
552	187.33872493167883	4.7405484	-74.0429901	delivery_point
553	174.0300161392768	4.739945	-74.0678612	delivery_point
554	232.36470988016927	4.7197645	-74.038947	delivery_point
555	154.42649887667426	4.7356422	-74.0213591	delivery_point
557	256.82056618453265	4.747179	-74.0241407	delivery_point
558	0.0	4.5164309	-74.0892533	warehouse
559	0.0	4.5015387	-74.1059224	warehouse
560	214.66876457098974	4.5035644	-74.1179204	delivery_point
561	291.2684071259462	4.4937499	-74.1092098	delivery_point
562	209.18180602433137	4.5114108	-74.1168656	delivery_point
563	0.0	4.5018624	-74.1096598	warehouse
565	476.38543531044024	4.5018602	-74.1137442	delivery_point
566	0.0	4.4949488	-74.116504	warehouse
567	223.85162518002736	4.5327529	-74.1109134	delivery_point
568	426.5301408612466	4.5424699	-74.1068332	delivery_point
569	0.0	4.502576	-74.1118716	warehouse
570	266.443349332811	4.5631305	-74.1070509	delivery_point
571	456.0975889630472	4.5123074	-74.116254	delivery_point
572	397.6869001933014	4.4998025	-74.1093297	delivery_point
573	168.87608456831396	4.5437219	-74.1141961	delivery_point
574	169.4135902016506	4.7589526	-74.0237989	delivery_point
575	116.62734102129849	4.500329	-74.100645	delivery_point
576	0.0	4.532763	-74.1142664	warehouse
577	0.0	4.5106585	-74.1090484	warehouse
578	0.0	4.4900868	-74.1147916	warehouse
579	0.0	4.505188	-74.1109575	warehouse
580	0.0	4.5055218	-74.1007654	warehouse
581	213.05279319614536	4.4976288	-74.0861099	delivery_point
582	242.33780889305444	4.5631604	-74.1175423	delivery_point
583	153.72353286640447	4.5566046	-74.0938121	delivery_point
584	236.0939205697529	4.5029571	-74.1122914	delivery_point
587	254.25414346450248	4.53173005705825	-74.113990235582	delivery_point
588	158.36570335686216	4.56521365780407	-74.146176935582	delivery_point
589	114.21363853868722	4.60356032002689	-74.0976200796438	delivery_point
590	0.0	4.54836544752403	-74.0882877932538	warehouse
591	410.7543538291781	4.60376732679297	-74.1449261487408	delivery_point
592	288.2740023489048	4.59965617681893	-74.1547721644179	delivery_point
593	228.103005295306	4.57939815270718	-74.0892095932538	delivery_point
594	254.08831119937807	4.63513505937921	-74.2073313932538	delivery_point
595	146.84710941785397	4.5035634065195	-74.1162663906955	delivery_point
598	285.182715848324	4.65821076276073	-74.1307747364376	delivery_point
599	168.22628904553886	4.70992945369682	-74.0324851644179	delivery_point
605	0.0	4.59162699205903	-74.1568063882062	charging_station
606	153.09081349712704	4.66588410156513	-74.1062200279331	delivery_point
607	198.90412428086293	4.62011136487285	-74.0657999739623	delivery_point
609	216.79105687597638	4.62960725638412	-74.1227071046482	delivery_point
613	146.86271644358857	4.59218063169085	-74.0854591739624	delivery_point
614	83.95712359732136	4.59218063169085	-74.0854591739624	delivery_point
615	322.79528176172033	4.50757182698048	-74.1074319739626	delivery_point
616	0.0	4.55633040157688	-74.0889275358755	warehouse
617	75.33727909856682	4.75294384343555	-74.1160600972467	delivery_point
619	209.3590839870266	4.74826534722724	-74.0443130819038	delivery_point
620	279.18883720710863	4.67505672493916	-74.0211753739621	delivery_point
621	152.42399774988388	4.60131843356169	-74.0692777199913	delivery_point
622	361.7802436881985	4.62241408950982	-74.1625817893053	delivery_point
